row ID,row m/z,row retention time,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,QEC18_Blank_resusp_20181227024429.mzML Peak area,QEC18_Blank_resusp_20181227100129.mzML Peak area,QEC18_Blank_resusp_20181226235330.mzML Peak area,QEC18_Blank_resusp_20181227200515.mzML Peak area,QEC18_Blank_resusp_20181227072924.mzML Peak area,QEC18_Blank_resusp_20181227051626.mzML Peak area,QEC18_Blank_resusp_20181227180406.mzML Peak area,QEC18_Blank_resusp_20181227154841.mzML Peak area,QEC18_Blank_resusp_20181228030323.mzML Peak area,QEC18_Blank_resusp_20181227235313.mzML Peak area,QEC18_F1-1_F2-1.mzML Peak area,QEC18_F1-1_F2-1_20181227143118.mzML Peak area,QEC18_F1-1_F2-1_20181227084526.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2_20181227113714.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1_20181227125436.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1_20181227135238.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2_20181227184249.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1_20181227152919.mzML Peak area,QEC18_F1-1_NIST-3_20181227133316.mzML Peak area,QEC18_F1-1_NIST-3_20181228012817.mzML Peak area,QEC18_F1-1_NIST-3.mzML Peak area,QEC18_F1-1_F2-3.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1_20181227065123.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1_20181227225613.mzML Peak area,QEC18_F1-1_To-1.mzML Peak area,QEC18_F1-1_To-3.mzML Peak area,QEC18_F1-1_To-1_20181227123513.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1_20181228034123.mzML Peak area,QEC18_F1-1_To-1_20181227043825.mzML Peak area,QEC18_F1-1_F2-3_20181227012831.mzML Peak area,QEC18_F1-1_NIST-1_20181227210213.mzML Peak area,QEC18_F1-1_NIST-1.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1.mzML Peak area,QEC18_F1-1_To-3_20181227174446.mzML Peak area,QEC18_F1-1_NIST-1_20181227215913.mzML Peak area,QEC18_F1-1_To-3_20181227223713.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1_20181228020619.mzML Peak area,QEC18_F1-1_F2-3_20181227071023.mzML Peak area,QEC18_F1-3_F2-1_20181227190209.mzML Peak area,QEC18_F1-3_F2-1.mzML Peak area,QEC18_F2-1_NIST-3_20181227103932.mzML Peak area,QEC18_F1-3_To-1_20181228024423.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1_20181228022521.mzML Peak area,QEC18_F2-1_NIST-1_20181227212113.mzML Peak area,QEC18_F2-1_NIST-3.mzML Peak area,QEC18_F2-1_NIST-1.mzML Peak area,QEC18_F1-3_F2-1_20181227131356.mzML Peak area,QEC18_F2-1_NIST-1_20181227233413.mzML Peak area,QEC18_F2-1_To-1.mzML Peak area,QEC18_F1-3_NIST-1.mzML Peak area,QEC18_F2-1_NIST-3_20181227145038.mzML Peak area,QEC18_F2-1_To-1_20181227150959.mzML Peak area,QEC18_F2-1_To-3_20181226223728.mzML Peak area,QEC18_F1-3_To-1.mzML Peak area,QEC18_F1-3_NIST-1_20181227045725.mzML Peak area,QEC18_F2-1_To-3.mzML Peak area,QEC18_F1-3_NIST-1_20181227170603.mzML Peak area,QEC18_F2-3_To-1_20181227082626.mzML Peak area,QEC18_F2-1_To-3_20181227041925.mzML Peak area,QEC18_F2-3_To-1.mzML Peak area,QEC18_F2-1_To-1_20181228014719.mzML Peak area,QEC18_F1.mzML Peak area,QEC18_F2-3_NIST-1.mzML Peak area,QEC18_NIST.mzML Peak area,QEC18_F2-3_NIST-1_20181227162723.mzML Peak area,QEC18_Qcmix_begin.mzML Peak area,QEC18_NIST_20181227102029.mzML Peak area,QEC18_NIST_20181227182328.mzML Peak area,QEC18_To-1_NIST-1.mzML Peak area,QEC18_F1_20181227030329.mzML Peak area,QEC18_F2-3_To-1_20181227164643.mzML Peak area,QEC18_To-3_NIST-1.mzML Peak area,QEC18_F2-3_NIST-1_20181228005015.mzML Peak area,QEC18_F1-3_To-1_20181228003115.mzML Peak area,QEC18_F2.mzML Peak area,QEC18_To-3_NIST-1_20181227074824.mzML Peak area,QEC18_To-1_NIST-1_20181227111754.mzML Peak area,QEC18_F1_20181228032223.mzML Peak area,QEC18_F2_20181228001213.mzML Peak area,QEC18_To-1_NIST-1_20181228010915.mzML Peak area,QEC18_To-1_NIST-3_20181227214013.mzML Peak area,QEC18_blank_SPE_20181227092326.mzML Peak area,QEC18_blank_SPE.mzML Peak area,QEC18_To-1_NIST-3_20181227172525.mzML Peak area,QEC18_blank_SPE_20181227221813.mzML Peak area,QEC18_F2_20181227121553.mzML Peak area,QEC18_To_20181227231513.mzML Peak area,QEC18_To-3_NIST-1_20181227160801.mzML Peak area,QEC18_To_20181227204313.mzML Peak area,QEC18_To-1_NIST-3.mzML Peak area,QEC18_Qcmix_end.mzML Peak area,QEC18_To.mzML Peak area,QEC18_QCmix_no_exclusion.mzML Peak area,QEC18_Qcmix_middle.mzML Peak area,QEC18_Qcmix_end_20181228041923.mzML Peak area,
2423,385.3472097103017,7.347591436363637,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2901606.6399474894,0,1162904.22238321,1323224.3167574145,1370118.9319480695,0,1467838.442822195,1302379.9221026287,0,0,0,0,0,1702745.1766503688,2232461.8975651977,0,0,0,0,1826235.599034747,0,0,0,0,0,0,0,0,1441839.487607212,2548261.2779070945,1740050.6812743198,2291306.440597227,0,0,1915565.5830244587,0,0,0,2196312.3012974835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442935.1031281408,0,0,0,0,0,0,0,2379591.1165547073,0,0,3659468.193686411,1430459.5779377008,0,0,0,1948986.2608125163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651932.3210553592,0,1472672.6506568526,
2424,441.37199007015636,9.551236953125,201,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2312339.7869776012,0,0,0,0,0,0,0,0,0,853168.6355691613,0,7274512.81330068,3841709.8592087077,4948399.775881513,0,0,0,0,4989576.26325308,0,1.1029772780000769E7,769117.7268292226,520260.37608223653,0,0,0,0,2326331.6541894306,676606.5360270524,0,2389021.1951223854,2241749.7746709576,0,3158478.6826526015,6002533.790717076,0,769477.0108434962,1130422.8495204686,0,0,336874.43296757026,0,0,0,698714.8192415417,812119.7722059137,0,1111614.652766495,0,0,7530044.9961112505,5684898.196042447,2288598.305480671,0,0,0,0,0,0,0,445108.37552699173,8461662.594013508,0,8921378.476408446,1731090.0852845795,1.1782191158462971E7,0,0,2050856.6173468996,9279058.57120825,0,0,0,0,0,0,1.0783389916141145E7,0,0,0,0,0,0,0,0,0,
2425,389.2692032073455,4.847420875555555,75,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2172329.54150867,2190237.0980944564,2047385.4046372578,2117649.8131113225,2740104.1543574366,2054173.3212024174,2365756.396527594,0,2221026.864187432,0,0,0,3966860.935911904,2508073.5344470255,3092863.3082047505,2322092.7373417,0,0,0,4200638.627641765,0,5283818.188229192,0,0,1548946.8268452545,0,0,0,1746754.383437407,5251577.0916737085,0,2188696.586253899,3068453.3148760814,0,2391552.632736909,4206906.52623707,0,4821768.072169062,2045674.643265949,4135713.0065871645,758645.4384482676,0,3299773.019643279,1984168.839529114,1580374.1981113937,0,0,0,0,3196170.4005313166,1879553.062625714,4071041.1470059576,3576191.904860039,1298029.5021448538,5649703.7885392085,0,5528128.128036667,0,0,0,0,0,4536498.658433784,0,6627754.378613629,0,6979988.967269469,0,0,1452044.7879380763,7048164.892120858,0,0,0,0,0,0,6622202.028749386,0,0,0,0,2193167.696136281,0,2495411.9018635717,2738111.8560111895,2398639.7192641776,
2426,641.5119180973666,15.710174074074075,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3155213.6893313695,3671746.9218858145,3634365.6376627856,3687446.3121510656,0,0,3395924.0966637996,0,2392189.431684372,0,4447139.569226033,0,0,2995973.446210761,3432309.6739752293,0,3250995.820186446,0,0,2925913.0706224297,3881325.8631103146,4141477.4862157297,0,0,4134986.7071503317,0,0,0,4738016.481995913,4395464.506692319,0,6831999.22467846,0,5104616.606237308,6049297.070621189,0,0,0,0,0,0,0,0,0,0,7791397.822761713,7718081.460094703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8810172.386820732,0,0,0,0,0,0,0,1.0309080362687197E7,0,0,0,0,0,0,0,0,0,0,0,0,410041.92836752656,0,3546249.03447751,3776012.332345785,3449802.3788394174,
2427,330.30116187932043,11.129988359999997,238,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1718133.0514806763,0,0,0,0,0,0,3.074381444620461E7,3.0009447449180838E7,0,0,0,0,5.859491860638549E7,0,0,0,0,0,0,1.3207554084267098E7,0,1.7060385296465624E7,1.5454785090188136E7,3.533376518619707E7,0,0,0,0,9.776062220124425E7,3.0827471075944472E7,0,0,0,0,0,0,7.186870963726817E7,0,0,4.781003543389005E7,0,0,0,4.11498023604837E7,2.8617832400619738E7,3.55307156054036E7,0,2.3158939393121876E7,6.051209732310325E7,4.227446491961207E7,0,0,0,9.170273014155208E7,0,6.98307676800765E7,0,0,0,0,0,6.678491221197547E7,0,0,0,5548970.487024051,0,0,0,0,0,0,0,0,0,0,3488185.93418024,0,0,0,0,3.2755847665831454E7,0,0,0,3.875311447968547E7,
2428,277.2165040947184,9.803530265384614,211,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1892665.4738739594,1721852.027875326,1060493.1615697788,1494288.3706416956,1626130.8082949114,1560400.0901849607,1735905.1606426416,1383167.4110626893,1613264.3804134931,1602788.4455416035,1849896.204781831,0,2511980.0481323106,1625881.9920983813,2209495.1062231874,1371129.3580819846,1532005.8626207616,0,1154709.3312785865,1748786.8997441027,1682648.4215526837,3600487.9422544865,3322722.6035133577,3120981.948865317,2086604.4609944278,0,3172363.793500144,0,2423052.3153418335,3249569.993204101,2990304.279748312,4344452.828068398,0,2573565.440031958,2976311.3418682953,0,0,0,4139027.5136642377,0,0,4883288.751396232,0,0,0,4245115.714866631,4471345.265581782,0,4734353.750610611,521530.86659539025,0,823988.9400897913,0,5348945.06464906,1718971.753295842,0,1502420.2816728167,0,0,0,0,5937522.360356574,1182924.2759130395,0,1206387.6306612934,4100238.0177743514,1934794.2065404458,0,0,5980328.064599251,1835284.2509432142,0,0,0,0,0,0,1906352.1921492598,0,0,0,0,1740024.48446861,0,1532550.9896990238,1619025.601581451,1624910.2508923933,
2429,409.3463063716873,7.6194940949999985,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1564857.9310649913,1322928.2189232954,0,0,0,0,0,1582494.7527368488,1855059.8782331576,0,0,0,0,2041338.9748846735,0,0,0,0,0,2638474.8225213178,0,0,1363354.4467432448,1028405.8159294615,0,965547.4489223392,1014280.0546554311,0,0,4735784.257639342,1939933.0463160116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755622.1894839096,1718490.712124282,0,2024490.9904123088,0,0,0,0,0,0,0,3720458.8947248748,0,0,0,0,0,0,0,0,0,0,0,0,2530184.0901027736,0,0,0,0,0,0,0,0,0,0,0,0,2027803.3493148645,0,1765005.8521360804,0,1664683.377763169,
2430,441.372073139415,9.808367555555556,217,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1815992.8362099568,0,0,0,0,0,0,0,0,0,0,0,0,4413888.346418458,5734918.097720967,0,0,0,0,3522246.225120732,0,1.0309503573099488E7,1211264.3964330612,868700.1964463845,0,0,930972.3359895127,0,1666611.6735540126,8591478.658254622,0,3459045.897340773,1723809.1157895925,0,2390947.5834037955,3775515.9133317317,0,0,2410394.7971121105,3990788.4910823023,0,1729771.431119671,0,0,0,2134568.609947818,0,0,0,0,0,5057769.275629215,4905320.56233546,941856.7548156227,0,0,0,0,0,0,0,0,0,0,7221624.535881559,1641943.768325766,1.1058203891976332E7,0,0,1929451.1526273761,9940239.286514964,0,0,0,0,0,0,9602099.212211562,0,0,0,0,0,0,0,0,0,
2431,261.25788102752983,11.856272230769232,266,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1723191.5511609148,1661528.9354465376,0,1979790.1764708126,2105722.524884961,2389325.1937883887,2119742.295615957,1749271.4406984253,1724778.7268376397,0,1839859.692112486,0,1708834.004663402,1652644.6418779534,2274306.014383142,1927832.6074303077,1462769.5703119033,0,0,1902225.1519124922,1774545.5782659743,2855610.7203384126,4734949.431201588,4172930.95779749,2392414.3735977956,1630320.6344634483,4116132.9347203993,0,3025243.867079038,2717883.2499168008,3476910.798428486,5631509.472273732,0,0,3891084.2286374606,0,0,0,5426582.1451650355,0,0,6383166.333172523,0,0,0,7773565.225098834,6540487.982789917,0,7350091.823231259,0,0,0,0,1.0076565079511378E7,0,0,0,0,0,0,0,1.0205675019434825E7,0,0,0,6395255.281006942,0,0,0,9311347.054282442,0,0,0,0,0,0,0,0,0,0,0,0,2011939.68614349,0,2107600.8044155827,0,1829909.5763587444,
2432,526.3132496573181,7.803891857894736,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2323808.5572140706,2098236.8763058186,460143.51949127123,1664952.9357508668,1526607.4591461972,0,5391124.949280761,0,0,0,0,0,0,0,2.5585715303448763E7,0,0,0,3772983.8805704284,0,523638.68238335365,2.5063286019252133E7,0,0,0,0,0,0,2.4296572172167882E7,0,0,2610253.8247500123,2.652410183941895E7,0,2293988.073696046,0,0,0,0,0,0,0,0,0,0,0,2.4720129122631393E7,0,0,0,2.8383905660096377E7,0,0,0,0,0,0,0,0,0,0,8695921.927371588,0,0,0,0,0,0,0,1.0768018919363504E7,0,0,0,0,0,0,0,4.217282123065898E7,0,0,0,0,0,0,0,0,0,
2433,593.2620665598779,6.85773509117647,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1827300.754365312,0,0,1626748.7202190699,1547800.9994558154,1693370.2836052112,1756582.3437805148,1472844.7804447308,1302388.3482305594,0,0,0,3190704.435274123,611738.4227113135,2265983.388017712,1687884.399221706,0,0,0,0,0,3250864.332839827,0,0,0,0,0,0,1556379.2267158187,0,1463894.1369988401,1839084.1166050886,0,0,0,3209122.121935795,0,556777.1416725279,1755105.2691084705,3237295.1720462684,0,0,2253358.745716285,1880807.0052731414,1412156.2475256184,0,0,0,0,0,1362705.0710776537,2800980.5307828323,2607502.2855385267,0,0,0,3600761.8794769654,0,0,0,0,0,3068672.01815838,0,3351345.802939251,0,3295337.016745847,0,0,0,3823114.9449932976,0,0,0,0,0,0,4080350.861967611,0,0,0,0,1863745.5413558395,0,314906.5082428114,1553257.9944294854,0,
2434,399.3269859562594,10.282855391304349,217,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,375484.2315524899,3013741.37896213,0,2116466.5153444144,2255936.1729253363,1038119.8750537973,1551795.838759706,0,0,0,0,0,4964453.638889951,0,4078744.0366742895,1102678.3972555483,0,0,0,0,0,6095863.170127468,0,0,0,0,0,0,936680.2777499363,0,0,1260723.1074731215,0,0,543364.5089025367,0,0,0,990387.4937812281,5926786.912325585,0,0,0,0,0,0,0,0,0,0,0,5338326.180832431,3213859.644390051,0,0,0,0,0,0,0,0,415859.0019187098,0,0,6532209.215636436,0,1.0193627192857658E7,0,0,0,8230098.013312354,0,0,0,0,0,0,8068831.373778818,0,0,0,0,0,0,0,3053224.210867487,0,
2435,385.347932089264,8.615803604166668,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2186399.9925852227,2072262.2445461173,2244784.7118910383,2116895.2270577834,0,0,2949390.2548105987,0,0,0,0,0,0,3899888.058362147,4664900.968965054,0,0,0,0,5053960.6932496475,0,7153594.846577199,0,0,1572950.6964836868,0,0,0,2052105.9342583138,7271278.755980311,0,2674102.409564244,2794256.19338882,0,2334003.0471911593,0,0,0,0,0,3624700.3192543406,0,0,0,0,0,0,0,0,4087920.5824904907,2489439.4688042556,0,5017459.761941455,0,8100067.934883942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233504.09350424254,0,0,0,0,0,0,0,9557349.66014939,0,0,0,0,0,0,2675532.279222632,2546514.7907985086,0,
2436,417.2625198563403,6.479147194444444,128,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2014716.369924744,0,0,0,0,0,0,0,0,0,0,0,0,2197240.058942275,0,0,7321935.1476666145,0,0,4209999.048507615,9155517.124835553,2045816.8806167108,0,0,9111424.924941095,0,0,0,8672125.78637917,5879445.951636862,0,1.4347873375406655E7,0,1.1449007223165745E7,8609353.862175701,0,0,0,0,0,0,0,0,0,0,1.4681140452336812E7,1.6166547610175218E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2267394262206E7,0,0,0,0,0,0,0,2.069394576342081E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5634528.59389606,0,5648924.221245824,
2437,433.2541329007675,5.6271053538461535,103,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2204334.0793022127,1474677.6676708031,0,0,1434280.3271332378,1594873.2846176205,0,0,1614297.9255202513,0,0,0,850500.0359135543,849082.6629679162,0,0,0,0,0,0,2965125.3860637536,0,4107436.171456845,4072344.718034092,2274846.8784120814,2282492.165282992,3437408.639886368,2103480.2504657675,0,229956.20776490594,3705345.2063887613,0,0,0,0,0,0,0,4141447.2803378445,0,0,5209679.1302467445,0,0,0,4822296.3740497865,5378719.083076274,0,5672687.097099583,0,0,0,0,5736682.713575665,0,0,0,0,0,0,0,0,0,0,0,3916203.010621366,0,0,0,3.0279300563490707E7,0,0,0,0,0,0,0,0,0,0,0,0,2064402.0366276652,0,0,0,1237462.429066684,
2438,436.28155709600105,6.100898389189189,106,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2163541.611238733,1054306.2783581202,1027500.229510037,0,0,0,1010430.0431763947,824718.0872764718,0,0,0,0,2199381.600847234,1632567.9722100645,0,0,0,0,0,1554118.3103660624,1830021.6417460998,0,0,0,0,0,0,0,8207940.363475369,3196297.617485882,0,4375318.141916806,0,0,1.0408228849484378E7,1967212.6627895432,0,2277717.977845605,0,2485871.54602588,0,0,1136790.6004782377,0,895055.435995264,1493431.8287761803,0,0,0,2107724.435292481,1.0516621524776585E7,2361180.403550953,1902386.7234524193,2409990.3844917924,3150206.198530345,0,3309953.849691,0,0,0,0,4768040.418323614,3128573.1742945723,0,3020681.7132506203,1969269.127268795,4084845.8287778804,0,0,4049957.7993202433,4343911.064454494,0,0,0,0,0,0,3.775673474768217E7,0,0,0,0,0,0,1.1483128396308089E7,1.1640898998763537E7,1315661.7679936076,
2439,425.3415583830867,5.768271776666667,103,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1742137.4677997786,0,451371.3645375105,942007.937464152,0,0,1029611.1794642042,0,0,0,205258.07422208574,0,0,1334910.2319285278,466572.2582805032,0,0,0,0,0,0,1413417.3453569987,394365.2064525333,401548.09398749354,1782414.4276629232,0,487208.1707625452,0,0,1238703.4006131992,0,684438.8880518186,0,739039.3606538308,1517778.3191242733,0,0,1687551.36006662,1369366.8007123074,0,0,1685416.7611337034,0,0,0,689211.8726874568,1266043.9548973104,0,1385000.3864193792,0,0,0,0,1742506.2270719293,1811744.0370393917,0,0,0,0,0,0,1019005.2032917253,0,0,924007.7184300208,0,0,0,0,3242433.1905749557,0,0,0,0,0,0,0,1281144.063570012,0,0,0,0,0,0,0,392743.0906559582,559280.1586443833,
2440,461.36375973072495,6.11738812631579,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1304554.6297483984,0,436543.69651614013,0,244502.09873494486,256659.56731293641,0,0,0,0,0,0,0,0,0,0,0,0,0,2701540.040613343,0,627819.5375450937,0,0,172855.8357470515,0,0,0,0,5747489.119294958,0,3813555.4915851527,0,0,0,0,0,2956566.5350636533,322871.90131048893,0,1467413.9877029967,0,0,0,0,3461459.8581986297,350311.3018641745,0,0,2654066.517046588,0,0,0,397739.7909190609,4894852.953672583,0,0,0,0,0,0,4582668.332439356,0,0,0,0,0,0,0,425288.36089966825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2441,577.8688555522496,2.3489046772727273,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,143748.52145455606,2.100007997173644E7,0,2.1168682076024145E7,2.5258468954937615E7,2.545050500049432E7,3.0587066066623777E7,2.1764704081962176E7,2.3954868070219513E7,0,0,0,0,1.9426046894166145E7,2.253216241541561E7,2.5195981443007305E7,0,0,2.097380762345546E7,0,2.6968900860395994E7,0,0,0,0,2.628911481021174E7,0,2.5215466626173377E7,3.608519200334E7,0,0,0,0,4.880102088463717E7,4.463606263425569E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.947630579281802E7,0,0,0,7.738217156362982E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.642726259363924E7,0,0,2.6976421666121595E7,0,
2442,441.37268869145566,11.970187307692308,261,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1939436.7650915603,0,0,0,0,0,0,0,0,0,0,0,2968814.1752324314,3334478.1158681023,3013882.546162511,0,0,0,0,5167320.901293769,0,3637300.885839398,0,0,0,0,0,0,1227952.0930387704,4589629.856174928,0,1466853.2401462828,3121665.1541976505,0,1130677.8706818577,3295064.0833444335,0,3803806.350988108,1274880.3981656407,3732307.3447753377,4367815.187609038,0,0,0,0,0,0,0,0,3087301.6713674683,0,4518668.089186855,2290856.499157545,0,5269838.000763721,0,5267215.174057541,0,0,0,0,0,4129754.472765011,0,4610272.325863177,0,2.930408418013968E7,0,0,0,5546043.87113633,0,0,0,0,0,0,7925669.994534324,0,0,0,0,0,0,0,0,0,
2443,383.3155612101816,9.906749315789472,211,380,[M+Na]+,,1,1156,360.3253,0,0,0,0,0,0,0,0,0,0,0,0,1796261.376452414,1674266.2361985764,1531078.2829966366,1475179.3995021456,0,0,1962954.852794524,0,0,0,1860313.2992779515,0,1568891.4157317644,1335080.2779346893,1573262.0685713426,1474690.4946396402,1542228.8517020019,0,1333847.805710471,0,2339991.471418097,1883655.5768852383,3596418.12159499,3436578.683216582,2413523.8735067355,1758904.5959474018,3691188.1497319215,1849402.9697734127,2633214.094483523,2264879.7600866156,3004302.3662528773,4882577.762170635,0,3377740.0690308292,3260728.01478595,0,0,0,4417198.985836589,0,0,6144922.9272538815,0,0,0,6741631.450988891,6920753.590262835,0,5577614.063609661,0,0,0,0,7988609.844976736,0,0,0,0,0,0,0,7135425.726312823,0,0,0,5143971.8876871085,0,0,0,7576517.238643529,0,0,0,0,0,0,0,0,0,0,0,0,1699577.2534505008,0,1840439.0411705007,0,1757696.8422355182,
2444,443.3877234400281,10.712752263157896,217,457,[M-H2O+H]+,MS/MS verified: nloss,1,3391,460.3911,0,0,0,0,0,0,0,0,0,0,0,0,1921313.1254587239,0,0,0,0,0,0,0,0,0,0,0,6726875.594525737,2141329.238612371,0,0,0,0,0,4172044.986566256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6037444.113285946,0,0,0,6081716.433238111,0,0,4394339.647421235,3673514.0743406382,4478698.868153429,0,0,0,0,0,1992394.6165650159,6864750.166273048,2892950.975553698,0,0,0,1.1826545213019408E7,0,0,0,0,0,8439659.918893134,0,8652185.438595004,0,1.4546376172170041E7,0,0,0,1.066763903908483E7,0,0,0,0,0,0,1.11641284517662E7,0,0,0,0,0,0,0,0,2823656.6773997024,
2445,415.32239718288383,8.037754685714287,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,942790.2424271362,1026913.4157022175,0,0,0,6596408.897197004,0,6270380.345381232,6858898.214918951,0,0,0,1.0192863428137476E7,8305256.352648424,0,6887796.998384599,0,0,0,0,413546.94590299425,0,2520936.99955482,6192444.879402849,5641937.676746289,2804876.4600553373,2942979.7230179906,3142698.495215732,0,1.3266002222649816E7,6480081.24315004,0,0,0,0,9950368.119185116,0,1.1333068455719652E7,0,1.128045185052894E7,0,0,0,0,0,7593577.567832519,7632606.443088977,0,8088556.956842445,9248928.563004745,0,0,0,0,1.3425472901989875E7,0,1.2000103807396246E7,0,0,0,0,0,1.3453046072757572E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6866069.713042169,0,0,0,0,
2446,481.3657246723868,10.002542399999998,217,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2373917.8334484254,3942535.7052131034,3519282.351192966,4060840.778939639,3754694.4817665387,4177181.4250319353,3924046.631877788,2802748.8083920307,3154674.2761042905,0,0,0,8359217.760676065,6554719.850108557,8436427.816384865,2043790.0101742945,0,0,0,6876256.711664289,0,1.3859998264724342E7,1480876.7249235061,1797365.2794456799,1559695.7594616339,0,1707076.0042605156,0,0,1.202330819968636E7,5276242.154325666,2504713.6880080975,3405843.3073136914,0,0,8283687.359415163,0,7359854.675096805,4188964.1405214337,7329023.006101625,4625276.92862285,2389660.5034102206,1201888.527248418,2806052.0222809045,2538424.056965482,1488871.9347871905,1936534.2620534636,0,2579423.9779209453,7478556.098941572,2991038.262486371,9470290.554778429,5297187.596545912,2811146.275757771,1.4706841572195036E7,0,1.1344870351922458E7,0,0,0,0,4161789.8231585743,1.0810002467801148E7,0,1.187556868013846E7,2000578.046250354,1.5066308967068149E7,0,0,3636680.173797874,1.6254251135187179E7,0,0,0,0,0,0,1.6356211493622586E7,0,0,0,0,4156842.566910568,0,3508326.1548901675,338821.40185593226,3665688.0342926127,
2447,415.32185601867445,5.440568118749999,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1447418.0972564768,1117350.33018301,1087722.3167621111,0,0,2841579.40197507,0,4538806.313149129,4614000.099784497,0,0,0,0,1586711.3363996234,0,2433055.6473807967,0,0,0,1557025.4006763657,540489.8222009989,0,4629231.783696251,3045534.7438770006,4423097.916826403,3047632.996031672,3316302.7603069283,2355949.5051348666,0,6211262.616786787,5481668.1707876455,0,0,0,0,4756247.41959583,0,2084951.209202968,0,0,3972415.5563878315,1868292.6032849925,0,0,0,7231652.375592001,5834821.948217973,0,7001254.4974082885,6004763.172537,0,943930.9709960911,0,0,6296705.031871881,0,9590765.708124995,0,0,0,0,0,9082916.83304365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4839823.294785935,0,1877064.5643532844,0,0,
2448,425.3776767596234,7.1905591428571425,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1161758.016055209,0,0,0,0,0,0,714131.6954598669,0,0,0,0,0,0,2505639.7634235015,0,0,0,0,1507275.4639140363,0,0,0,0,0,0,0,0,0,3543477.6753619104,0,378355.5399816555,0,0,0,0,0,0,685814.2691995407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
