Filename	Samplename	Dataset	Laboratory	Data	Data_collector	Instrument	Instrument_id	Column	Experiment	Sample_type	Sample_type2	Sample_position	Triplicate_number	Sequence_number	Injection_volume	Proportion_Fecal_1	Proportion_Fecal_2	Proportion_Tomato	Proportion_NIST_1950_SRM	Proportions	Batch	Species1	Species2	Species1_metadata	Species1_metadata2	Species2_metadata	Sex	Ionisation_mode	Extraction	Sample_preparation	Method	qTOF_LCmethod
QEC18polar_F2-3_NIST-1.mzML	QE_C18-polar_F1-3_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C8	1	41	10	0	75	0	25	0_75_0_25	3	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F2-3_To-1_20181230045700.mzML	QE_C18-polar_F2-3_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B7	2	39	10	0	75	25	0	0_75_25_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F2-3_To-1_20181230154426.mzML	QE_C18-polar_F2-3_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B7	3	64	10	0	75	25	0	0_75_25_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F2-3_To-1.mzML	QE_C18-polar_F2-3_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B7	1	13	10	0	75	25	0	0_75_25_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1_20181229233403.mzML	QE_C18-polar_F1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A1	2	22	10	100	0	0	0	100_0_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1_20181231050346.mzML	QE_C18-polar_F1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A1	3	96	10	100	0	0	0	100_0_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1.mzML	QE_C18-polar_F1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A1	1	14	10	100	0	0	0	100_0_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1_NIST-2_To-1_20181230113559.mzML	QE_C18-polar_F1-1_F2-1_NIST-2_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A7	2	60	10	20	20	20	40	20_20_20_40	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1_NIST-2_To-1_20181231005629.mzML	QE_C18-polar_F1-1_F2-1_NIST-2_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A7	3	82	10	20	20	20	40	20_20_20_40	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1_NIST-2_To-1.mzML	QE_C18-polar_F1-1_F2-1_NIST-2_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A7	1	31	10	20	20	20	40	20_20_20_40	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1_NIST-1_To-2_20181230082555.mzML	QE_C18-polar_F1-1_F2-1_NIST-1_To-2_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B1	2	50	10	20	20	40	20	20_20_40_20	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1_NIST-1_To-2_20181230171925.mzML	QE_C18-polar_F1-1_F2-1_NIST-1_To-2_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B1	3	70	10	20	20	40	20	20_20_40_20	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1_NIST-1_To-2.mzML	QE_C18-polar_F1-1_F2-1_NIST-1_To-2_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B1	1	48	10	20	20	40	20	20_20_40_20	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-2_NIST-1_To-1_20181230032157.mzML	QE_C18-polar_F1-1_F2-2_NIST-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A8	2	34	10	20	40	20	20	20_40_20_20	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-2_NIST-1_To-1_20181231052247.mzML	QE_C18-polar_F1-1_F2-2_NIST-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A8	3	97	10	20	40	20	20	20_40_20_20	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-2_NIST-1_To-1.mzML	QE_C18-polar_F1-1_F2-2_NIST-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A8	1	18	10	20	40	20	20	20_40_20_20	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_NIST-3_20181230100059.mzML	QE_C18-polar_F1-1_NIST-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	D1	2	55	10	25	0	0	75	25_0_0_75	3	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_NIST-3_20181231032837.mzML	QE_C18-polar_F1-1_NIST-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	D1	3	90	10	25	0	0	75	25_0_0_75	3	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_NIST-3.mzML	QE_C18-polar_F1-1_NIST-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	D1	1	4	10	25	0	0	75	25_0_0_75	3	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_To-3_20181230164126.mzML	QE_C18-polar_F1-1_To-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C6	2	67	10	25	0	75	0	25_0_75_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_To-3_20181231003729.mzML	QE_C18-polar_F1-1_To-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C6	3	81	10	25	0	75	0	25_0_75_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_To-3.mzML	QE_C18-polar_F1-1_To-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C6	1	24	10	25	0	75	0	25_0_75_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1_NIST-1_To-1_20181230092259.mzML	QE_C18-polar_F1-1_F2-1_NIST-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A6	2	53	10	25	25	25	25	25_25_25_25	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1_NIST-1_To-1_20181231060048.mzML	QE_C18-polar_F1-1_F2-1_NIST-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A6	3	99	10	25	25	25	25	25_25_25_25	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1_NIST-1_To-1.mzML	QE_C18-polar_F1-1_F2-1_NIST-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	A6	1	19	10	25	25	25	25	25_25_25_25	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-3_20181229221806.mzML	QE_C18-polar_F1-1_F2-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B5	2	17	10	25	75	0	0	25_75_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-3_20181230034100.mzML	QE_C18-polar_F1-1_F2-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B5	3	35	10	25	75	0	0	25_75_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-3.mzML	QE_C18-polar_F1-1_F2-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B5	1	10	10	25	75	0	0	25_75_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-2_F2-1_NIST-1_To-1_20181231040642.mzML	QE_C18-polar_F1-2_F2-1_NIST-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B2	2	92	10	40	20	20	20	40_20_20_20	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-2_F2-1_NIST-1_To-1_20181231042544.mzML	QE_C18-polar_F1-2_F2-1_NIST-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B2	3	93	10	40	20	20	20	40_20_20_20	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-2_F2-1_NIST-1_To-1.mzML	QE_C18-polar_F1-2_F2-1_NIST-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B2	1	30	10	40	20	20	20	40_20_20_20	3	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_NIST-1_20181230222424.mzML	QE_C18-polar_F1-1_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C7	1	74	10	50	0	0	50	50_0_0_50	3	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_NIST-1_20181230230225.mzML	QE_C18-polar_F1-1_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C7	2	76	10	50	0	0	50	50_0_0_50	3	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_NIST-1_20181230235926.mzML	QE_C18-polar_F1-1_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C7	3	79	10	50	0	0	50	50_0_0_50	3	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_To-1_20181230010859.mzML	QE_C18-polar_F1-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C4	2	27	10	50	0	50	0	50_0_50_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_To-1_20181230090358.mzML	QE_C18-polar_F1-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C4	3	52	10	50	0	50	0	50_0_50_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_To-1.mzML	QE_C18-polar_F1-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C4	1	25	10	50	0	50	0	50_0_50_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1_20181230051559.mzML	QE_C18-polar_F1-1_F2-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B3	2	40	10	50	50	0	0	50_50_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1_20181230103859.mzML	QE_C18-polar_F1-1_F2-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B3	3	57	10	50	50	0	0	50_50_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-1_F2-1.mzML	QE_C18-polar_F1-1_F2-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B3	1	15	10	50	50	0	0	50_50_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-3_NIST-1_20181230012800.mzML	QE_C18-polar_F2-3_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	D3	2	28	10	75	0	0	25	75_0_0_25	3	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-3_NIST-1_20181230160325.mzML	QE_C18-polar_F2-3_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	D3	3	65	10	75	0	0	25	75_0_0_25	3	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-3_NIST-1.mzML	QE_C18-polar_F2-3_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	D3	1	11	10	75	0	0	25	75_0_0_25	3	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
